"","ID","t","N","Time_units","PopBio_units","Species","Temperature"
"18","Chryseobacterium.balustinum_5_TSB",286.746987951807,0.173081892788546,"Hours","OD_595","Chryseobacterium.balustinum",5
"19","Chryseobacterium.balustinum_5_TSB",215.66265060241,0.140244456085211,"Hours","OD_595","Chryseobacterium.balustinum",5
"20","Chryseobacterium.balustinum_5_TSB",238.55421686747,0.152352016762703,"Hours","OD_595","Chryseobacterium.balustinum",5
"21","Chryseobacterium.balustinum_5_TSB",190.361445783133,0.119448227693382,"Hours","OD_595","Chryseobacterium.balustinum",5
"22","Chryseobacterium.balustinum_5_TSB",166.265060240964,0.103865898376113,"Hours","OD_595","Chryseobacterium.balustinum",5
"23","Chryseobacterium.balustinum_5_TSB",142.168674698795,0.0848053081892789,"Hours","OD_595","Chryseobacterium.balustinum",5
"24","Chryseobacterium.balustinum_5_TSB",119.277108433735,0.0622629649030908,"Hours","OD_595","Chryseobacterium.balustinum",5
"25","Chryseobacterium.balustinum_5_TSB",95.1807228915663,0.044941505151039,"Hours","OD_595","Chryseobacterium.balustinum",5
"26","Chryseobacterium.balustinum_5_TSB",71.0843373493976,0.0328374367033352,"Hours","OD_595","Chryseobacterium.balustinum",5
"27","Chryseobacterium.balustinum_5_TSB",46.9879518072289,0.0189942378208487,"Hours","OD_595","Chryseobacterium.balustinum",5
"28","Chryseobacterium.balustinum_5_TSB",22.8915662650602,0.00862929980792748,"Hours","OD_595","Chryseobacterium.balustinum",5
"29","Enterobacter.sp._5_TSB",669.879518072289,0.566753972411385,"Hours","OD_595","Enterobacter.sp.",5
"30","Enterobacter.sp._5_TSB",645.78313253012,0.563345556137594,"Hours","OD_595","Enterobacter.sp.",5
"31","Enterobacter.sp._5_TSB",621.686746987951,0.556458878994238,"Hours","OD_595","Enterobacter.sp.",5
"32","Enterobacter.sp._5_TSB",598.795180722892,0.553046970490658,"Hours","OD_595","Enterobacter.sp.",5
"33","Enterobacter.sp._5_TSB",550.602409638554,0.553186659682207,"Hours","OD_595","Enterobacter.sp.",5
"34","Enterobacter.sp._5_TSB",574.698795180723,0.554855945521215,"Hours","OD_595","Enterobacter.sp.",5
"35","Enterobacter.sp._5_TSB",526.506024096385,0.553256504277981,"Hours","OD_595","Enterobacter.sp.",5
"36","Enterobacter.sp._5_TSB",502.409638554217,0.563761131482452,"Hours","OD_595","Enterobacter.sp.",5
"37","Enterobacter.sp._5_TSB",478.313253012048,0.560352715208661,"Hours","OD_595","Enterobacter.sp.",5
"38","Enterobacter.sp._5_TSB",453.012048192771,0.570860834642919,"Hours","OD_595","Enterobacter.sp.",5
"39","Enterobacter.sp._5_TSB",430.120481927711,0.570927187008905,"Hours","OD_595","Enterobacter.sp.",5
"40","Enterobacter.sp._5_TSB",406.024096385542,0.564040509865549,"Hours","OD_595","Enterobacter.sp.",5
"41","Enterobacter.sp._5_TSB",383.132530120482,0.581498166579361,"Hours","OD_595","Enterobacter.sp.",5
"42","Enterobacter.sp._5_TSB",359.036144578313,0.57808975030557,"Hours","OD_595","Enterobacter.sp.",5
"43","Enterobacter.sp._5_TSB",334.939759036145,0.574681334031779,"Hours","OD_595","Enterobacter.sp.",5
"44","Enterobacter.sp._5_TSB",310.843373493976,0.574751178627554,"Hours","OD_595","Enterobacter.sp.",5
"45","Enterobacter.sp._5_TSB",286.746987951807,0.566125371049415,"Hours","OD_595","Enterobacter.sp.",5
"46","Enterobacter.sp._5_TSB",263.855421686747,0.574887375589314,"Hours","OD_595","Enterobacter.sp.",5
"47","Enterobacter.sp._5_TSB",238.55421686747,0.581917234154007,"Hours","OD_595","Enterobacter.sp.",5
"48","Enterobacter.sp._5_TSB",214.457831325301,0.580247948314999,"Hours","OD_595","Enterobacter.sp.",5
"49","Enterobacter.sp._5_TSB",190.361445783132,0.552491705954252,"Hours","OD_595","Enterobacter.sp.",5
"50","Enterobacter.sp._5_TSB",167.469879518072,0.55429718875502,"Hours","OD_595","Enterobacter.sp.",5
"51","Enterobacter.sp._5_TSB",142.168674698795,0.547414003841453,"Hours","OD_595","Enterobacter.sp.",5
"52","Enterobacter.sp._5_TSB",118.072289156626,0.500527326698097,"Hours","OD_595","Enterobacter.sp.",5
"53","Enterobacter.sp._5_TSB",93.9759036144578,0.415379779989523,"Hours","OD_595","Enterobacter.sp.",5
"54","Enterobacter.sp._5_TSB",69.8795180722891,0.304145276759211,"Hours","OD_595","Enterobacter.sp.",5
"55","Enterobacter.sp._5_TSB",46.9879518072289,0.19290728129911,"Hours","OD_595","Enterobacter.sp.",5
"56","Enterobacter.sp._5_TSB",22.8915662650603,0.0677597345905362,"Hours","OD_595","Enterobacter.sp.",5
"57","Pantoea.agglomerans.1_5_TSB",671.084337349398,0.420663523659857,"Hours","OD_595","Pantoea.agglomerans.1",5
"58","Pantoea.agglomerans.1_5_TSB",646.987951807229,0.431168150864327,"Hours","OD_595","Pantoea.agglomerans.1",5
"59","Pantoea.agglomerans.1_5_TSB",622.89156626506,0.438194517199232,"Hours","OD_595","Pantoea.agglomerans.1",5
"60","Pantoea.agglomerans.1_5_TSB",600,0.44695652173913,"Hours","OD_595","Pantoea.agglomerans.1",5
"61","Pantoea.agglomerans.1_5_TSB",574.698795180723,0.452247249869041,"Hours","OD_595","Pantoea.agglomerans.1",5
"62","Pantoea.agglomerans.1_5_TSB",551.807228915663,0.448835341365462,"Hours","OD_595","Pantoea.agglomerans.1",5
"63","Pantoea.agglomerans.1_5_TSB",527.710843373494,0.452383446830802,"Hours","OD_595","Pantoea.agglomerans.1",5
"64","Pantoea.agglomerans.1_5_TSB",503.614457831325,0.469844595774402,"Hours","OD_595","Pantoea.agglomerans.1",5
"65","Pantoea.agglomerans.1_5_TSB",479.518072289157,0.466436179500611,"Hours","OD_595","Pantoea.agglomerans.1",5
"66","Pantoea.agglomerans.1_5_TSB",455.421686746988,0.473462545835516,"Hours","OD_595","Pantoea.agglomerans.1",5
"67","Pantoea.agglomerans.1_5_TSB",431.325301204819,0.477010651300856,"Hours","OD_595","Pantoea.agglomerans.1",5
"68","Pantoea.agglomerans.1_5_TSB",407.228915662651,0.478819626331413,"Hours","OD_595","Pantoea.agglomerans.1",5
"69","Pantoea.agglomerans.1_5_TSB",384.33734939759,0.478885978697398,"Hours","OD_595","Pantoea.agglomerans.1",5
"70","Pantoea.agglomerans.1_5_TSB",360.240963855422,0.485912345032303,"Hours","OD_595","Pantoea.agglomerans.1",5
"71","Pantoea.agglomerans.1_5_TSB",334.939759036145,0.482507420988301,"Hours","OD_595","Pantoea.agglomerans.1",5
"72","Pantoea.agglomerans.1_5_TSB",312.048192771084,0.493008555962982,"Hours","OD_595","Pantoea.agglomerans.1",5
"73","Pantoea.agglomerans.1_5_TSB",287.951807228916,0.482643617950061,"Hours","OD_595","Pantoea.agglomerans.1",5
"74","Pantoea.agglomerans.1_5_TSB",263.855421686747,0.487930853850183,"Hours","OD_595","Pantoea.agglomerans.1",5
"75","Pantoea.agglomerans.1_5_TSB",239.759036144578,0.507131133228566,"Hours","OD_595","Pantoea.agglomerans.1",5
"76","Pantoea.agglomerans.1_5_TSB",215.66265060241,0.505461847389558,"Hours","OD_595","Pantoea.agglomerans.1",5
"77","Pantoea.agglomerans.1_5_TSB",191.566265060241,0.519444735463594,"Hours","OD_595","Pantoea.agglomerans.1",5
"78","Pantoea.agglomerans.1_5_TSB",167.469879518072,0.500384145276759,"Hours","OD_595","Pantoea.agglomerans.1",5
"79","Pantoea.agglomerans.1_5_TSB",143.373493975904,0.481323555089925,"Hours","OD_595","Pantoea.agglomerans.1",5
"80","Pantoea.agglomerans.1_5_TSB",119.277108433735,0.390958617077004,"Hours","OD_595","Pantoea.agglomerans.1",5
"81","Pantoea.agglomerans.1_5_TSB",95.1807228915663,0.276245852977126,"Hours","OD_595","Pantoea.agglomerans.1",5
"82","Pantoea.agglomerans.1_5_TSB",71.0843373493976,0.121533088877248,"Hours","OD_595","Pantoea.agglomerans.1",5
"83","Pantoea.agglomerans.1_5_TSB",46.9879518072289,0.0294290204295443,"Hours","OD_595","Pantoea.agglomerans.1",5
"84","Pantoea.agglomerans.1_5_TSB",24.0963855421687,0.0103649380129215,"Hours","OD_595","Pantoea.agglomerans.1",5
"85","Pantoea.agglomerans.2_5_TSB",671.084337349398,0.246750480181596,"Hours","OD_595","Pantoea.agglomerans.2",5
"86","Pantoea.agglomerans.2_5_TSB",646.987951807229,0.271168150864327,"Hours","OD_595","Pantoea.agglomerans.2",5
"87","Pantoea.agglomerans.2_5_TSB",601.204819277108,0.330431290378907,"Hours","OD_595","Pantoea.agglomerans.2",5
"88","Pantoea.agglomerans.2_5_TSB",600,0.330434782608696,"Hours","OD_595","Pantoea.agglomerans.2",5
"89","Pantoea.agglomerans.2_5_TSB",622.89156626506,0.302542343286188,"Hours","OD_595","Pantoea.agglomerans.2",5
"90","Pantoea.agglomerans.2_5_TSB",574.698795180723,0.360073336825563,"Hours","OD_595","Pantoea.agglomerans.2",5
"91","Pantoea.agglomerans.2_5_TSB",551.807228915663,0.386226645713288,"Hours","OD_595","Pantoea.agglomerans.2",5
"92","Pantoea.agglomerans.2_5_TSB",553.012048192771,0.386223153483499,"Hours","OD_595","Pantoea.agglomerans.2",5
"93","Pantoea.agglomerans.2_5_TSB",526.506024096385,0.410647808625808,"Hours","OD_595","Pantoea.agglomerans.2",5
"94","Pantoea.agglomerans.2_5_TSB",503.614457831325,0.443757639252663,"Hours","OD_595","Pantoea.agglomerans.2",5
"95","Pantoea.agglomerans.2_5_TSB",479.518072289157,0.457740527326698,"Hours","OD_595","Pantoea.agglomerans.2",5
"96","Pantoea.agglomerans.2_5_TSB",455.421686746988,0.485636458878994,"Hours","OD_595","Pantoea.agglomerans.2",5
"97","Pantoea.agglomerans.2_5_TSB",431.325301204819,0.496141086083464,"Hours","OD_595","Pantoea.agglomerans.2",5
"98","Pantoea.agglomerans.2_5_TSB",408.433734939759,0.510120481927711,"Hours","OD_595","Pantoea.agglomerans.2",5
"99","Pantoea.agglomerans.2_5_TSB",383.132530120482,0.522367731796752,"Hours","OD_595","Pantoea.agglomerans.2",5
"100","Pantoea.agglomerans.2_5_TSB",359.036144578313,0.527654967696874,"Hours","OD_595","Pantoea.agglomerans.2",5
"101","Pantoea.agglomerans.2_5_TSB",334.939759036145,0.546855247075258,"Hours","OD_595","Pantoea.agglomerans.2",5
"102","Pantoea.agglomerans.2_5_TSB",312.048192771084,0.553878121180374,"Hours","OD_595","Pantoea.agglomerans.2",5
"103","Pantoea.agglomerans.2_5_TSB",287.951807228916,0.564382748384844,"Hours","OD_595","Pantoea.agglomerans.2",5
"104","Pantoea.agglomerans.2_5_TSB",263.855421686747,0.564452592980618,"Hours","OD_595","Pantoea.agglomerans.2",5
"105","Pantoea.agglomerans.2_5_TSB",215.66265060241,0.555896629998254,"Hours","OD_595","Pantoea.agglomerans.2",5
"106","Pantoea.agglomerans.2_5_TSB",239.759036144578,0.559305046272045,"Hours","OD_595","Pantoea.agglomerans.2",5
"107","Pantoea.agglomerans.2_5_TSB",191.566265060241,0.555966474594028,"Hours","OD_595","Pantoea.agglomerans.2",5
"108","Pantoea.agglomerans.2_5_TSB",167.469879518072,0.463862406146324,"Hours","OD_595","Pantoea.agglomerans.2",5
"109","Pantoea.agglomerans.2_5_TSB",143.373493975904,0.376975729002968,"Hours","OD_595","Pantoea.agglomerans.2",5
"110","Pantoea.agglomerans.2_5_TSB",119.277108433735,0.270958617077004,"Hours","OD_595","Pantoea.agglomerans.2",5
"111","Pantoea.agglomerans.2_5_TSB",95.1807228915663,0.109289331237996,"Hours","OD_595","Pantoea.agglomerans.2",5
"112","Pantoea.agglomerans.2_5_TSB",72.289156626506,0.0432687270822422,"Hours","OD_595","Pantoea.agglomerans.2",5
"113","Pantoea.agglomerans.2_5_TSB",46.9879518072289,0.0224724986904139,"Hours","OD_595","Pantoea.agglomerans.2",5
"114","Pantoea.agglomerans.2_5_TSB",24.0963855421687,0.0103649380129213,"Hours","OD_595","Pantoea.agglomerans.2",5
"115","Bacillus.pumilus_5_TSB",672.289156626506,0.00152959664745944,"Hours","OD_595","Bacillus.pumilus",5
"116","Bacillus.pumilus_5_TSB",646.987951807229,0.00160293347302276,"Hours","OD_595","Bacillus.pumilus",5
"117","Bacillus.pumilus_5_TSB",600,0.00173913043478269,"Hours","OD_595","Bacillus.pumilus",5
"118","Bacillus.pumilus_5_TSB",575.903614457831,0.00354810546533957,"Hours","OD_595","Bacillus.pumilus",5
"119","Bacillus.pumilus_5_TSB",551.807228915663,0.00187881962633163,"Hours","OD_595","Bacillus.pumilus",5
"120","Bacillus.pumilus_5_TSB",526.506024096386,0.000213026017112039,"Hours","OD_595","Bacillus.pumilus",5
"121","Bacillus.pumilus_5_TSB",502.409638554217,0.00376113148245161,"Hours","OD_595","Bacillus.pumilus",5
"122","Bacillus.pumilus_5_TSB",480.722891566265,0.00382399161864855,"Hours","OD_595","Bacillus.pumilus",5
"123","Bacillus.pumilus_5_TSB",455.421686746988,0.00563645887899433,"Hours","OD_595","Bacillus.pumilus",5
"124","Bacillus.pumilus_5_TSB",431.325301204819,0.00222804260520348,"Hours","OD_595","Bacillus.pumilus",5
"125","Bacillus.pumilus_5_TSB",383.132530120482,0.00410686223153478,"Hours","OD_595","Bacillus.pumilus",5
"126","Bacillus.pumilus_5_TSB",360.240963855422,0.00417321459752074,"Hours","OD_595","Bacillus.pumilus",5
"127","Bacillus.pumilus_5_TSB",334.939759036145,0.00424655142308372,"Hours","OD_595","Bacillus.pumilus",5
"128","Bacillus.pumilus_5_TSB",312.048192771084,0.00431290378906946,"Hours","OD_595","Bacillus.pumilus",5
"129","Bacillus.pumilus_5_TSB",287.951807228916,0.00264361795006129,"Hours","OD_595","Bacillus.pumilus",5
"130","Bacillus.pumilus_5_TSB",263.855421686747,0.00445259298061818,"Hours","OD_595","Bacillus.pumilus",5
"131","Bacillus.pumilus_5_TSB",240.963855421687,0.00625807578138649,"Hours","OD_595","Bacillus.pumilus",5
"132","Bacillus.pumilus_5_TSB",215.66265060241,0.00459228217216701,"Hours","OD_595","Bacillus.pumilus",5
"133","Bacillus.pumilus_5_TSB",191.566265060241,0.00292299633315873,"Hours","OD_595","Bacillus.pumilus",5
"134","Bacillus.pumilus_5_TSB",167.469879518072,0.00125371049415068,"Hours","OD_595","Bacillus.pumilus",5
"135","Bacillus.pumilus_5_TSB",144.578313253012,0.00653745416448404,"Hours","OD_595","Bacillus.pumilus",5
"136","Bacillus.pumilus_5_TSB",119.277108433735,0.00661079099004735,"Hours","OD_595","Bacillus.pumilus",5
"137","Bacillus.pumilus_5_TSB",96.3855421686747,0.00145975205168525,"Hours","OD_595","Bacillus.pumilus",5
"138","Bacillus.pumilus_5_TSB",71.0843373493976,0.00501134974681339,"Hours","OD_595","Bacillus.pumilus",5
"139","Bacillus.pumilus_5_TSB",46.9879518072289,0.00334206390780534,"Hours","OD_595","Bacillus.pumilus",5
"140","Bacillus.pumilus_5_TSB",22.8915662650602,0.00341190850357975,"Hours","OD_595","Bacillus.pumilus",5
"141","Clavibacter.michiganensis_5_TSB",670.588235294118,0.401173020527859,"Hours","OD_595","Clavibacter.michiganensis",5
"142","Clavibacter.michiganensis_5_TSB",646.247464503043,0.404692082111437,"Hours","OD_595","Clavibacter.michiganensis",5
"143","Clavibacter.michiganensis_5_TSB",600,0.392375366568915,"Hours","OD_595","Clavibacter.michiganensis",5
"144","Clavibacter.michiganensis_5_TSB",573.225152129817,0.383577712609971,"Hours","OD_595","Clavibacter.michiganensis",5
"145","Clavibacter.michiganensis_5_TSB",551.31845841785,0.387096774193548,"Hours","OD_595","Clavibacter.michiganensis",5
"146","Clavibacter.michiganensis_5_TSB",528.194726166328,0.390615835777126,"Hours","OD_595","Clavibacter.michiganensis",5
"147","Clavibacter.michiganensis_5_TSB",502.6369168357,0.367741935483871,"Hours","OD_595","Clavibacter.michiganensis",5
"148","Clavibacter.michiganensis_5_TSB",479.513184584178,0.358944281524927,"Hours","OD_595","Clavibacter.michiganensis",5
"149","Clavibacter.michiganensis_5_TSB",453.955375253549,0.360703812316715,"Hours","OD_595","Clavibacter.michiganensis",5
"150","Clavibacter.michiganensis_5_TSB",430.831643002028,0.350146627565982,"Hours","OD_595","Clavibacter.michiganensis",5
"151","Clavibacter.michiganensis_5_TSB",406.490872210953,0.325513196480938,"Hours","OD_595","Clavibacter.michiganensis",5
"152","Clavibacter.michiganensis_5_TSB",383.367139959432,0.321994134897361,"Hours","OD_595","Clavibacter.michiganensis",5
"153","Clavibacter.michiganensis_5_TSB",359.026369168357,0.290322580645161,"Hours","OD_595","Clavibacter.michiganensis",5
"154","Clavibacter.michiganensis_5_TSB",334.685598377282,0.272727272727273,"Hours","OD_595","Clavibacter.michiganensis",5
"155","Clavibacter.michiganensis_5_TSB",311.56186612576,0.258651026392962,"Hours","OD_595","Clavibacter.michiganensis",5
"156","Clavibacter.michiganensis_5_TSB",287.221095334686,0.237536656891496,"Hours","OD_595","Clavibacter.michiganensis",5
"157","Clavibacter.michiganensis_5_TSB",262.88032454361,0.214662756598241,"Hours","OD_595","Clavibacter.michiganensis",5
"158","Clavibacter.michiganensis_5_TSB",238.539553752535,0.21466275659824,"Hours","OD_595","Clavibacter.michiganensis",5
"159","Clavibacter.michiganensis_5_TSB",214.19878296146,0.193548387096774,"Hours","OD_595","Clavibacter.michiganensis",5
"160","Clavibacter.michiganensis_5_TSB",191.075050709939,0.160117302052786,"Hours","OD_595","Clavibacter.michiganensis",5
"161","Clavibacter.michiganensis_5_TSB",166.734279918864,0.135483870967742,"Hours","OD_595","Clavibacter.michiganensis",5
"162","Clavibacter.michiganensis_5_TSB",143.610547667343,0.119648093841642,"Hours","OD_595","Clavibacter.michiganensis",5
"163","Clavibacter.michiganensis_5_TSB",118.052738336713,0.103812316715543,"Hours","OD_595","Clavibacter.michiganensis",5
"164","Clavibacter.michiganensis_5_TSB",94.9290060851924,0.0826979472140762,"Hours","OD_595","Clavibacter.michiganensis",5
"165","Clavibacter.michiganensis_5_TSB",71.8052738336711,0.0527859237536656,"Hours","OD_595","Clavibacter.michiganensis",5
"166","Clavibacter.michiganensis_5_TSB",46.2474645030424,0.0387096774193548,"Hours","OD_595","Clavibacter.michiganensis",5
"167","Clavibacter.michiganensis_5_TSB",23.1237322515209,0.0263929618768329,"Hours","OD_595","Clavibacter.michiganensis",5
"168","Clavibacter.michiganensis_5_TSB",623.123732251521,0.394134897360704,"Hours","OD_595","Clavibacter.michiganensis",5
"169","Pseudomonas.fluorescens.1_5_TSB",670.588235294117,0.204105571847507,"Hours","OD_595","Pseudomonas.fluorescens.1",5
"170","Pseudomonas.fluorescens.1_5_TSB",646.247464503042,0.209384164222874,"Hours","OD_595","Pseudomonas.fluorescens.1",5
"171","Pseudomonas.fluorescens.1_5_TSB",621.906693711968,0.211143695014663,"Hours","OD_595","Pseudomonas.fluorescens.1",5
"172","Pseudomonas.fluorescens.1_5_TSB",598.782961460446,0.214662756598241,"Hours","OD_595","Pseudomonas.fluorescens.1",5
"173","Pseudomonas.fluorescens.1_5_TSB",573.225152129817,0.228739002932551,"Hours","OD_595","Pseudomonas.fluorescens.1",5
"174","Pseudomonas.fluorescens.1_5_TSB",550.101419878296,0.225219941348974,"Hours","OD_595","Pseudomonas.fluorescens.1",5
"175","Pseudomonas.fluorescens.1_5_TSB",526.977687626774,0.241055718475073,"Hours","OD_595","Pseudomonas.fluorescens.1",5
"176","Pseudomonas.fluorescens.1_5_TSB",502.636916835699,0.237536656891496,"Hours","OD_595","Pseudomonas.fluorescens.1",5
"177","Pseudomonas.fluorescens.1_5_TSB",478.296146044625,0.234017595307918,"Hours","OD_595","Pseudomonas.fluorescens.1",5
"178","Pseudomonas.fluorescens.1_5_TSB",453.955375253549,0.241055718475073,"Hours","OD_595","Pseudomonas.fluorescens.1",5
"179","Pseudomonas.fluorescens.1_5_TSB",430.831643002028,0.251612903225806,"Hours","OD_595","Pseudomonas.fluorescens.1",5
"180","Pseudomonas.fluorescens.1_5_TSB",406.490872210953,0.251612903225807,"Hours","OD_595","Pseudomonas.fluorescens.1",5
"181","Pseudomonas.fluorescens.1_5_TSB",382.150101419878,0.255131964809384,"Hours","OD_595","Pseudomonas.fluorescens.1",5
"182","Pseudomonas.fluorescens.1_5_TSB",359.026369168357,0.265689149560117,"Hours","OD_595","Pseudomonas.fluorescens.1",5
"183","Pseudomonas.fluorescens.1_5_TSB",334.685598377282,0.260410557184751,"Hours","OD_595","Pseudomonas.fluorescens.1",5
"184","Pseudomonas.fluorescens.1_5_TSB",311.56186612576,0.270967741935484,"Hours","OD_595","Pseudomonas.fluorescens.1",5
"185","Pseudomonas.fluorescens.1_5_TSB",286.004056795132,0.270967741935484,"Hours","OD_595","Pseudomonas.fluorescens.1",5
"186","Pseudomonas.fluorescens.1_5_TSB",262.88032454361,0.281524926686217,"Hours","OD_595","Pseudomonas.fluorescens.1",5
"187","Pseudomonas.fluorescens.1_5_TSB",238.539553752535,0.283284457478006,"Hours","OD_595","Pseudomonas.fluorescens.1",5
"188","Pseudomonas.fluorescens.1_5_TSB",215.415821501014,0.258651026392962,"Hours","OD_595","Pseudomonas.fluorescens.1",5
"189","Pseudomonas.fluorescens.1_5_TSB",191.075050709939,0.221700879765396,"Hours","OD_595","Pseudomonas.fluorescens.1",5
"190","Pseudomonas.fluorescens.1_5_TSB",166.734279918864,0.177712609970674,"Hours","OD_595","Pseudomonas.fluorescens.1",5
"191","Pseudomonas.fluorescens.1_5_TSB",143.610547667343,0.144281524926686,"Hours","OD_595","Pseudomonas.fluorescens.1",5
"192","Pseudomonas.fluorescens.1_5_TSB",119.269776876268,0.112609970674487,"Hours","OD_595","Pseudomonas.fluorescens.1",5
"193","Pseudomonas.fluorescens.1_5_TSB",94.9290060851922,0.0756598240469208,"Hours","OD_595","Pseudomonas.fluorescens.1",5
"194","Pseudomonas.fluorescens.1_5_TSB",70.5882352941173,0.0439882697947215,"Hours","OD_595","Pseudomonas.fluorescens.1",5
"195","Pseudomonas.fluorescens.1_5_TSB",47.464503042596,0.0246334310850441,"Hours","OD_595","Pseudomonas.fluorescens.1",5
"196","Pseudomonas.fluorescens.1_5_TSB",24.3407707910749,0.0105571847507333,"Hours","OD_595","Pseudomonas.fluorescens.1",5
"197","Pseudomonas.fluorescens.2_5_TSB",671.805273833671,0.142521994134897,"Hours","OD_595","Pseudomonas.fluorescens.2",5
"198","Pseudomonas.fluorescens.2_5_TSB",647.464503042596,0.146041055718475,"Hours","OD_595","Pseudomonas.fluorescens.2",5
"199","Pseudomonas.fluorescens.2_5_TSB",624.340770791075,0.151319648093842,"Hours","OD_595","Pseudomonas.fluorescens.2",5
"200","Pseudomonas.fluorescens.2_5_TSB",598.782961460446,0.15307917888563,"Hours","OD_595","Pseudomonas.fluorescens.2",5
"201","Pseudomonas.fluorescens.2_5_TSB",575.659229208925,0.160117302052786,"Hours","OD_595","Pseudomonas.fluorescens.2",5
"202","Pseudomonas.fluorescens.2_5_TSB",551.31845841785,0.153079178885631,"Hours","OD_595","Pseudomonas.fluorescens.2",5
"203","Pseudomonas.fluorescens.2_5_TSB",528.194726166328,0.158357771260997,"Hours","OD_595","Pseudomonas.fluorescens.2",5
"204","Pseudomonas.fluorescens.2_5_TSB",502.636916835699,0.158357771260997,"Hours","OD_595","Pseudomonas.fluorescens.2",5
"205","Pseudomonas.fluorescens.2_5_TSB",479.513184584178,0.165395894428153,"Hours","OD_595","Pseudomonas.fluorescens.2",5
"206","Pseudomonas.fluorescens.2_5_TSB",455.172413793103,0.170674486803519,"Hours","OD_595","Pseudomonas.fluorescens.2",5
"207","Pseudomonas.fluorescens.2_5_TSB",432.048681541582,0.16891495601173,"Hours","OD_595","Pseudomonas.fluorescens.2",5
"208","Pseudomonas.fluorescens.2_5_TSB",407.707910750507,0.165395894428153,"Hours","OD_595","Pseudomonas.fluorescens.2",5
"209","Pseudomonas.fluorescens.2_5_TSB",383.367139959432,0.156598240469208,"Hours","OD_595","Pseudomonas.fluorescens.2",5
"210","Pseudomonas.fluorescens.2_5_TSB",360.243407707911,0.156598240469208,"Hours","OD_595","Pseudomonas.fluorescens.2",5
"211","Pseudomonas.fluorescens.2_5_TSB",335.902636916835,0.140762463343108,"Hours","OD_595","Pseudomonas.fluorescens.2",5
"212","Pseudomonas.fluorescens.2_5_TSB",311.56186612576,0.133724340175953,"Hours","OD_595","Pseudomonas.fluorescens.2",5
"213","Pseudomonas.fluorescens.2_5_TSB",288.438133874239,0.116129032258065,"Hours","OD_595","Pseudomonas.fluorescens.2",5
"214","Pseudomonas.fluorescens.2_5_TSB",264.097363083164,0.102052785923754,"Hours","OD_595","Pseudomonas.fluorescens.2",5
"215","Pseudomonas.fluorescens.2_5_TSB",239.756592292089,0.0914956011730206,"Hours","OD_595","Pseudomonas.fluorescens.2",5
"216","Pseudomonas.fluorescens.2_5_TSB",216.632860040567,0.0774193548387098,"Hours","OD_595","Pseudomonas.fluorescens.2",5
"217","Pseudomonas.fluorescens.2_5_TSB",192.292089249493,0.0633431085043988,"Hours","OD_595","Pseudomonas.fluorescens.2",5
"218","Pseudomonas.fluorescens.2_5_TSB",167.951318458418,0.0492668621700879,"Hours","OD_595","Pseudomonas.fluorescens.2",5
"219","Pseudomonas.fluorescens.2_5_TSB",144.827586206897,0.0404692082111437,"Hours","OD_595","Pseudomonas.fluorescens.2",5
"220","Pseudomonas.fluorescens.2_5_TSB",120.486815415821,0.0316715542521996,"Hours","OD_595","Pseudomonas.fluorescens.2",5
