"","originalid","originaltraitname","originaltraitdef","standardisedtraitname","standardisedtraitdef","originaltraitvalue","originaltraitunit","originalerrorpos","originalerrorneg","originalerrorunit","standardisedtraitvalue","standardisedtraitunit","standardisederrorpos","standardisederrorneg","standardisederrorunit","replicates","habitat","labfield","arenavalue","arenaunit","arenavaluesi","arenaunitsi","ambienttemp","ambienttempmethod","ambienttempunit","ambientlight","ambientlightunit","secondstressor","secondstressordef","secondstressorvalue","secondstressorunit","timestart","timeend","totalobstimevalue","totalobstimeunit","totalobstimevaluesi","totalobstimeunitsi","totalobstimenotes","resrepvalue","resrepunit","resrepvaluesi","resrepunitsi","location","locationtype","originallocationdate","locationdate","locationdateprecision","coordinatetype","latitude","longitude","interactor1","interactor1common","interactor1wholepart","interactor1wholeparttype","interactor1number","interactor1kingdom","interactor1phylum","interactor1class","interactor1order","interactor1family","interactor1genus","interactor1species","interactor1stage","interactor1temp","interactor1tempunit","interactor1tempmethod","interactor1growthtemp","interactor1growthtempunit","interactor1growthdur","interactor1growthdurunit","interactor1growthtype","interactor1acc","interactor1acctemp","interactor1acctempnotes","interactor1acctime","interactor1acctimenotes","interactor1acctimeunit","interactor1origtemp","interactor1origtempnotes","interactor1origtime","interactor1origtimenotes","interactor1origtimeunit","interactor1equilibtimevalue","interactor1equilibtimeunit","interactor1size","interactor1sizeunit","interactor1sizetype","interactor1sizesi","interactor1sizeunitsi","interactor1denvalue","interactor1denunit","interactor1dentypesi","interactor1denvaluesi","interactor1denunitsi","interactor1massvaluesi","interactor1massunitsi","interactor2","interactor2common","interactor2kingdom","interactor2phylum","interactor2class","interactor2order","interactor2family","interactor2genus","interactor2species","interactor2stage","interactor2temp","interactor2tempunit","interactor2tempmethod","interactor2growthtemp","interactor2growthtempunit","interactor2growthdur","interactor2growthdurunit","interactor2growthtype","interactor2acc","interactor2acctemp","interactor2acctempnotes","interactor2acctime","interactor2acctimenotes","interactor2acctimeunit","interactor2origtemp","interactor2origtempnotes","interactor2origtime","interactor2origtimenotes","interactor2origtimeunit","interactor2equilibtimevalue","interactor2equilibtimeunit","interactor2size","interactor2sizeunit","interactor2sizetype","interactor2sizesi","interactor2sizeunitsi","interactor2denvalue","interactor2denunit","interactor2dentypesi","interactor2denvaluesi","interactor2denunitsi","interactor2massvaluesi","interactor2massunitsi","physicalprocess","physicalprocess_1","physicalprocess_2","figuretable","citation","doi","submittedby","contributoremail","notes"
"18165","MTD2147","Longevity","Length of adult life","Longevity","Length of adult life",18.2412,"day / 1 individual",3.4981,3.4981,"",1576040,"second / individual",302235.8,302235.8,"SE",NA,"freshwater","lab",1.6e-05,"cubic metre",1.6e-05,"cubic metre",18,"direct","celsius","","","","",NA,"",NA,NA,18.2412,"day",1576039.68,"second",NA,625000,"day",5.4e+10,"second","Marrakesh, Morocco","","","",0,"",31.631,-8.012,"Moina macrocopa","water flea","","","","Metazoa","Arthropoda","Branchiopoda","Cladocera","Moinidae","Moina","macrocopa","adult (female)",18,"celsius","inferred (ambient)",NA,"",NA,"","","captive bred (at test temperature)",NA,"",NA,"","",NA,NA,NA,NA,"",NA,"",0.001636,"meter","body length (mean)",3.30882226352704e-08,"kilogram",1,"individual per arena (1)","individual",62500,"cubic meter",3.30882226352704e-08,"kilogram (wet body mass)","Chlorella sorokiniana","green algae","Plantae","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Chlorella","sorokiniana","",18,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",25,"",NA,"entire life","",NA,NA,NA,NA,NA,NA,NA,1.4e-14,"kilogram","wet body mass (mean)",1.4e-14,"kilogram",625000,"individual per arena (1)","individual",39062500000,"cubic meter",1.4e-14,"kilogram (wet body mass)","mortality rate","life history","life history","Fig 11","Benider, A., Tifnouti, A. & Pourriot, R. 2002. Growth of Moina macrocopa (Straus 1820) (Crustacea, Cladocera): influence of trophic conditions, population density and temperature. Hydrobiologia 468, 1-11.","http://dx.doi.org/10.1023/a:1015214530485","Biotraits","null@null.invalid",""
"18166","MTD2147","Longevity","Length of adult life","Longevity","Length of adult life",13.1971,"day / 1 individual",2.2509,2.2509,"",1140229,"second / individual",194477.8,194477.8,"SE",NA,"freshwater","lab",1.6e-05,"cubic metre",1.6e-05,"cubic metre",20,"direct","celsius","","","","",NA,"",NA,NA,13.1971,"day",1140229.44,"second",NA,625000,"day",5.4e+10,"second","Marrakesh, Morocco","","","",0,"",31.631,-8.012,"Moina macrocopa","water flea","","","","Metazoa","Arthropoda","Branchiopoda","Cladocera","Moinidae","Moina","macrocopa","adult (female)",20,"celsius","inferred (ambient)",NA,"",NA,"","","captive bred (at test temperature)",NA,"",NA,"","",NA,NA,NA,NA,"",NA,"",0.001636,"meter","body length (mean)",3.30882226352704e-08,"kilogram",1,"individual per arena (1)","individual",62500,"cubic meter",3.30882226352704e-08,"kilogram (wet body mass)","Chlorella sorokiniana","green algae","Plantae","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Chlorella","sorokiniana","",20,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",25,"",NA,"entire life","",NA,NA,NA,NA,NA,NA,NA,1.4e-14,"kilogram","wet body mass (mean)",1.4e-14,"kilogram",625000,"individual per arena (1)","individual",39062500000,"cubic meter",1.4e-14,"kilogram (wet body mass)","mortality rate","life history","life history","Fig 11","Benider, A., Tifnouti, A. & Pourriot, R. 2002. Growth of Moina macrocopa (Straus 1820) (Crustacea, Cladocera): influence of trophic conditions, population density and temperature. Hydrobiologia 468, 1-11.","http://dx.doi.org/10.1023/a:1015214530485","Biotraits","null@null.invalid",""
"18167","MTD2147","Longevity","Length of adult life","Longevity","Length of adult life",9.4208,"day / 1 individual",1.6553,1.6553,"",813957.1,"second / individual",143017.9,143017.9,"SE",NA,"freshwater","lab",1.6e-05,"cubic metre",1.6e-05,"cubic metre",25,"direct","celsius","","","","",NA,"",NA,NA,9.4208,"day",813957.12,"second",NA,625000,"day",5.4e+10,"second","Marrakesh, Morocco","","","",0,"",31.631,-8.012,"Moina macrocopa","water flea","","","","Metazoa","Arthropoda","Branchiopoda","Cladocera","Moinidae","Moina","macrocopa","adult (female)",25,"celsius","inferred (ambient)",NA,"",NA,"","","captive bred (at test temperature)",NA,"",NA,"","",NA,NA,NA,NA,"",NA,"",0.001636,"meter","body length (mean)",3.30882226352704e-08,"kilogram",1,"individual per arena (1)","individual",62500,"cubic meter",3.30882226352704e-08,"kilogram (wet body mass)","Chlorella sorokiniana","green algae","Plantae","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Chlorella","sorokiniana","",25,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",25,"",NA,"entire life","",NA,NA,NA,NA,NA,NA,NA,1.4e-14,"kilogram","wet body mass (mean)",1.4e-14,"kilogram",625000,"individual per arena (1)","individual",39062500000,"cubic meter",1.4e-14,"kilogram (wet body mass)","mortality rate","life history","life history","Fig 11","Benider, A., Tifnouti, A. & Pourriot, R. 2002. Growth of Moina macrocopa (Straus 1820) (Crustacea, Cladocera): influence of trophic conditions, population density and temperature. Hydrobiologia 468, 1-11.","http://dx.doi.org/10.1023/a:1015214530485","Biotraits","null@null.invalid",""
"18168","MTD2147","Longevity","Length of adult life","Longevity","Length of adult life",7.2734,"day / 1 individual",0.8141,0.8141,"",628421.8,"second / individual",70338.24,70338.24,"SE",NA,"freshwater","lab",1.6e-05,"cubic metre",1.6e-05,"cubic metre",30,"direct","celsius","","","","",NA,"",NA,NA,7.2734,"day",628421.76,"second",NA,625000,"day",5.4e+10,"second","Marrakesh, Morocco","","","",0,"",31.631,-8.012,"Moina macrocopa","water flea","","","","Metazoa","Arthropoda","Branchiopoda","Cladocera","Moinidae","Moina","macrocopa","adult (female)",30,"celsius","inferred (ambient)",NA,"",NA,"","","captive bred (at test temperature)",NA,"",NA,"","",NA,NA,NA,NA,"",NA,"",0.001636,"meter","body length (mean)",3.30882226352704e-08,"kilogram",1,"individual per arena (1)","individual",62500,"cubic meter",3.30882226352704e-08,"kilogram (wet body mass)","Chlorella sorokiniana","green algae","Plantae","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Chlorella","sorokiniana","",30,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",25,"",NA,"entire life","",NA,NA,NA,NA,NA,NA,NA,1.4e-14,"kilogram","wet body mass (mean)",1.4e-14,"kilogram",625000,"individual per arena (1)","individual",39062500000,"cubic meter",1.4e-14,"kilogram (wet body mass)","mortality rate","life history","life history","Fig 11","Benider, A., Tifnouti, A. & Pourriot, R. 2002. Growth of Moina macrocopa (Straus 1820) (Crustacea, Cladocera): influence of trophic conditions, population density and temperature. Hydrobiologia 468, 1-11.","http://dx.doi.org/10.1023/a:1015214530485","Biotraits","null@null.invalid",""
"18169","MTD2148","Development Time","Time taken by an individual to complete a particular period or life stage","Development Time","Time taken by an individual to complete a particular period or life stage",31.8,"day / 1 individual",1.3,1.3,"",2747520,"second / individual",112320,112320,"SD",48,"terrestrial","lab",NA,"",NA,"",15.6,"direct","celsius","","","","",NA,"",NA,NA,31.8,"day",2747520,"second",NA,NA,"not stated",NA,"","Davis, Yolo County, California, USA (collected); Ithaca, New York, USA (measurement)","","","",0,"",38.566,-121.837,"Telenomus chrysopae","telenomus wasp","","","","Metazoa","Arthropoda","Insecta","Hymenoptera","Scelionidae","Telenomus","chrysopae","larvae",15.6,"celsius","inferred (ambient)",NA,"",NA,"","","captive bred (at acclimation temperature)",24,"",734400,"5-10 d + 24 h (entire life)","second",NA,NA,NA,NA,"",NA,"",NA,"","",5.48716789251486e-09,"kilogram",1,"individual per host (1)","",NA,"",5.48716789251486e-09,"kilogram (wet body mass)","Chrysoperla rufilabris","green lacewing","Metazoa","Arthropoda","Insecta","Neuroptera","Chrysopidae","Chrysoperla","rufilabris","egg",15.6,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",24,"",172800,"<24 + 24 h (entire life)","second",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",1.76950208541221e-08,"kilogram",1,"individual per host (1)","individual",1,"arena",1.76950208541221e-08,"kilogram (wet body mass)","growth rate","growth rate","life history","Table 4","Ruberson, J. R., Tauber, C. A. & Tauber, M. J. 1995. Developmental effects of host and temperature on Telenomus spp (Hymenoptera, Scelionidae) parasitizing Chrysopid eggs. Biological Control 5, 245-250.","http://dx.doi.org/10.1006/bcon.1995.1030","Biotraits","null@null.invalid",""
"18170","MTD2148","Development Time","Time taken by an individual to complete a particular period or life stage","Development Time","Time taken by an individual to complete a particular period or life stage",21.6,"day / 1 individual",1.25,1.25,"",1866240,"second / individual",108000,108000,"SD",48,"terrestrial","lab",NA,"",NA,"",18.3,"direct","celsius","","","","",NA,"",NA,NA,21.6,"day",1866240,"second",NA,NA,"not stated",NA,"","Davis, Yolo County, California, USA (collected); Ithaca, New York, USA (measurement)","","","",0,"",38.566,-121.837,"Telenomus chrysopae","telenomus wasp","","","","Metazoa","Arthropoda","Insecta","Hymenoptera","Scelionidae","Telenomus","chrysopae","larvae",18.3,"celsius","inferred (ambient)",NA,"",NA,"","","captive bred (at acclimation temperature)",24,"",734400,"5-10 d + 24 h (entire life)","second",NA,NA,NA,NA,"",NA,"",NA,"","",5.48716789251486e-09,"kilogram",1,"individual per host (1)","",NA,"",5.48716789251486e-09,"kilogram (wet body mass)","Chrysoperla rufilabris","green lacewing","Metazoa","Arthropoda","Insecta","Neuroptera","Chrysopidae","Chrysoperla","rufilabris","egg",18.3,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",24,"",172800,"<24 + 24 h (entire life)","second",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",1.76950208541221e-08,"kilogram",1,"individual per host (1)","individual",1,"arena",1.76950208541221e-08,"kilogram (wet body mass)","growth rate","growth rate","life history","Table 4","Ruberson, J. R., Tauber, C. A. & Tauber, M. J. 1995. Developmental effects of host and temperature on Telenomus spp (Hymenoptera, Scelionidae) parasitizing Chrysopid eggs. Biological Control 5, 245-250.","http://dx.doi.org/10.1006/bcon.1995.1030","Biotraits","null@null.invalid",""
"18171","MTD2148","Development Time","Time taken by an individual to complete a particular period or life stage","Development Time","Time taken by an individual to complete a particular period or life stage",14.6,"day / 1 individual",0.9,0.9,"",1261440,"second / individual",77760,77760,"SD",48,"terrestrial","lab",NA,"",NA,"",21.1,"direct","celsius","","","","",NA,"",NA,NA,14.6,"day",1261440,"second",NA,NA,"not stated",NA,"","Davis, Yolo County, California, USA (collected); Ithaca, New York, USA (measurement)","","","",0,"",38.566,-121.837,"Telenomus chrysopae","telenomus wasp","","","","Metazoa","Arthropoda","Insecta","Hymenoptera","Scelionidae","Telenomus","chrysopae","larvae",21.1,"celsius","inferred (ambient)",NA,"",NA,"","","captive bred (at acclimation temperature)",24,"",734400,"5-10 d + 24 h (entire life)","second",NA,NA,NA,NA,"",NA,"",NA,"","",5.48716789251486e-09,"kilogram",1,"individual per host (1)","",NA,"",5.48716789251486e-09,"kilogram (wet body mass)","Chrysoperla rufilabris","green lacewing","Metazoa","Arthropoda","Insecta","Neuroptera","Chrysopidae","Chrysoperla","rufilabris","egg",21.1,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",24,"",172800,"<24 + 24 h (entire life)","second",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",1.76950208541221e-08,"kilogram",1,"individual per host (1)","individual",1,"arena",1.76950208541221e-08,"kilogram (wet body mass)","growth rate","growth rate","life history","Table 4","Ruberson, J. R., Tauber, C. A. & Tauber, M. J. 1995. Developmental effects of host and temperature on Telenomus spp (Hymenoptera, Scelionidae) parasitizing Chrysopid eggs. Biological Control 5, 245-250.","http://dx.doi.org/10.1006/bcon.1995.1030","Biotraits","null@null.invalid",""
"18172","MTD2148","Development Time","Time taken by an individual to complete a particular period or life stage","Development Time","Time taken by an individual to complete a particular period or life stage",10.4,"day / 1 individual",0.49,0.49,"",898560,"second / individual",42336,42336,"SD",48,"terrestrial","lab",NA,"",NA,"",24,"direct","celsius","","","","",NA,"",NA,NA,10.4,"day",898560,"second",NA,NA,"not stated",NA,"","Davis, Yolo County, California, USA (collected); Ithaca, New York, USA (measurement)","","","",0,"",38.566,-121.837,"Telenomus chrysopae","telenomus wasp","","","","Metazoa","Arthropoda","Insecta","Hymenoptera","Scelionidae","Telenomus","chrysopae","larvae",24,"celsius","inferred (ambient)",NA,"",NA,"","","captive bred (at acclimation temperature)",24,"",734400,"5-10 d + 24 h (entire life)","second",NA,NA,NA,NA,"",NA,"",NA,"","",5.48716789251486e-09,"kilogram",1,"individual per host (1)","",NA,"",5.48716789251486e-09,"kilogram (wet body mass)","Chrysoperla rufilabris","green lacewing","Metazoa","Arthropoda","Insecta","Neuroptera","Chrysopidae","Chrysoperla","rufilabris","egg",24,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",24,"",172800,"<24 + 24 h (entire life)","second",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",1.76950208541221e-08,"kilogram",1,"individual per host (1)","individual",1,"arena",1.76950208541221e-08,"kilogram (wet body mass)","growth rate","growth rate","life history","Table 4","Ruberson, J. R., Tauber, C. A. & Tauber, M. J. 1995. Developmental effects of host and temperature on Telenomus spp (Hymenoptera, Scelionidae) parasitizing Chrysopid eggs. Biological Control 5, 245-250.","http://dx.doi.org/10.1006/bcon.1995.1030","Biotraits","null@null.invalid",""
"18173","MTD2148","Development Time","Time taken by an individual to complete a particular period or life stage","Development Time","Time taken by an individual to complete a particular period or life stage",9.3,"day / 1 individual",0.53,0.53,"",803520,"second / individual",45792,45792,"SD",48,"terrestrial","lab",NA,"",NA,"",26.7,"direct","celsius","","","","",NA,"",NA,NA,9.3,"day",803520,"second",NA,NA,"not stated",NA,"","Davis, Yolo County, California, USA (collected); Ithaca, New York, USA (measurement)","","","",0,"",38.566,-121.837,"Telenomus chrysopae","telenomus wasp","","","","Metazoa","Arthropoda","Insecta","Hymenoptera","Scelionidae","Telenomus","chrysopae","larvae",26.7,"celsius","inferred (ambient)",NA,"",NA,"","","captive bred (at acclimation temperature)",24,"",734400,"5-10 d + 24 h (entire life)","second",NA,NA,NA,NA,"",NA,"",NA,"","",5.48716789251486e-09,"kilogram",1,"individual per host (1)","",NA,"",5.48716789251486e-09,"kilogram (wet body mass)","Chrysoperla rufilabris","green lacewing","Metazoa","Arthropoda","Insecta","Neuroptera","Chrysopidae","Chrysoperla","rufilabris","egg",26.7,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",24,"",172800,"<24 + 24 h (entire life)","second",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",1.76950208541221e-08,"kilogram",1,"individual per host (1)","individual",1,"arena",1.76950208541221e-08,"kilogram (wet body mass)","growth rate","growth rate","life history","Table 4","Ruberson, J. R., Tauber, C. A. & Tauber, M. J. 1995. Developmental effects of host and temperature on Telenomus spp (Hymenoptera, Scelionidae) parasitizing Chrysopid eggs. Biological Control 5, 245-250.","http://dx.doi.org/10.1006/bcon.1995.1030","Biotraits","null@null.invalid",""
"18174","MTD2149","Development Time","Time taken by an individual to complete a particular period or life stage","Development Time","Time taken by an individual to complete a particular period or life stage",32.5,"day / 1 individual",0.68,0.68,"",2808000,"second / individual",58752,58752,"SD",39,"terrestrial","lab",NA,"",NA,"",15.6,"direct","celsius","","","","",NA,"",NA,NA,32.5,"day",2808000,"second",NA,NA,"not stated",NA,"","Ithaca, New York, USA","","","",0,"",42.422,-76.492,"Telenomus chrysopae","telenomus wasp","","","","Metazoa","Arthropoda","Insecta","Hymenoptera","Scelionidae","Telenomus","chrysopae","larvae",15.6,"celsius","inferred (ambient)",NA,"",NA,"","","captive bred (at acclimation temperature)",24,"",734400,"5-10 d + 24 h (entire life)","second",NA,NA,NA,NA,"",NA,"",NA,"","",5.48716789251486e-09,"kilogram",1,"individual per host (1)","",NA,"",5.48716789251486e-09,"kilogram (wet body mass)","Chrysoperla rufilabris","green lacewing","Metazoa","Arthropoda","Insecta","Neuroptera","Chrysopidae","Chrysoperla","rufilabris","egg",15.6,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",24,"",172800,"<24 + 24 h (entire life)","second",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",1.76950208541221e-08,"kilogram",1,"individual per host (1)","individual",1,"arena",1.76950208541221e-08,"kilogram (wet body mass)","growth rate","growth rate","life history","Table 4","Ruberson, J. R., Tauber, C. A. & Tauber, M. J. 1995. Developmental effects of host and temperature on Telenomus spp (Hymenoptera, Scelionidae) parasitizing Chrysopid eggs. Biological Control 5, 245-250.","http://dx.doi.org/10.1006/bcon.1995.1030","Biotraits","null@null.invalid",""
"18175","MTD2149","Development Time","Time taken by an individual to complete a particular period or life stage","Development Time","Time taken by an individual to complete a particular period or life stage",21.3,"day / 1 individual",1.83,1.83,"",1840320,"second / individual",158112,158112,"SD",39,"terrestrial","lab",NA,"",NA,"",18.3,"direct","celsius","","","","",NA,"",NA,NA,21.3,"day",1840320,"second",NA,NA,"not stated",NA,"","Ithaca, New York, USA","","","",0,"",42.422,-76.492,"Telenomus chrysopae","telenomus wasp","","","","Metazoa","Arthropoda","Insecta","Hymenoptera","Scelionidae","Telenomus","chrysopae","larvae",18.3,"celsius","inferred (ambient)",NA,"",NA,"","","captive bred (at acclimation temperature)",24,"",734400,"5-10 d + 24 h (entire life)","second",NA,NA,NA,NA,"",NA,"",NA,"","",5.48716789251486e-09,"kilogram",1,"individual per host (1)","",NA,"",5.48716789251486e-09,"kilogram (wet body mass)","Chrysoperla rufilabris","green lacewing","Metazoa","Arthropoda","Insecta","Neuroptera","Chrysopidae","Chrysoperla","rufilabris","egg",18.3,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",24,"",172800,"<24 + 24 h (entire life)","second",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",1.76950208541221e-08,"kilogram",1,"individual per host (1)","individual",1,"arena",1.76950208541221e-08,"kilogram (wet body mass)","growth rate","growth rate","life history","Table 4","Ruberson, J. R., Tauber, C. A. & Tauber, M. J. 1995. Developmental effects of host and temperature on Telenomus spp (Hymenoptera, Scelionidae) parasitizing Chrysopid eggs. Biological Control 5, 245-250.","http://dx.doi.org/10.1006/bcon.1995.1030","Biotraits","null@null.invalid",""
"18176","MTD2149","Development Time","Time taken by an individual to complete a particular period or life stage","Development Time","Time taken by an individual to complete a particular period or life stage",14.8,"day / 1 individual",0.69,0.69,"",1278720,"second / individual",59616,59616,"SD",39,"terrestrial","lab",NA,"",NA,"",21.1,"direct","celsius","","","","",NA,"",NA,NA,14.8,"day",1278720,"second",NA,NA,"not stated",NA,"","Ithaca, New York, USA","","","",0,"",42.422,-76.492,"Telenomus chrysopae","telenomus wasp","","","","Metazoa","Arthropoda","Insecta","Hymenoptera","Scelionidae","Telenomus","chrysopae","larvae",21.1,"celsius","inferred (ambient)",NA,"",NA,"","","captive bred (at acclimation temperature)",24,"",734400,"5-10 d + 24 h (entire life)","second",NA,NA,NA,NA,"",NA,"",NA,"","",5.48716789251486e-09,"kilogram",1,"individual per host (1)","",NA,"",5.48716789251486e-09,"kilogram (wet body mass)","Chrysoperla rufilabris","green lacewing","Metazoa","Arthropoda","Insecta","Neuroptera","Chrysopidae","Chrysoperla","rufilabris","egg",21.1,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",24,"",172800,"<24 + 24 h (entire life)","second",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",1.76950208541221e-08,"kilogram",1,"individual per host (1)","individual",1,"arena",1.76950208541221e-08,"kilogram (wet body mass)","growth rate","growth rate","life history","Table 4","Ruberson, J. R., Tauber, C. A. & Tauber, M. J. 1995. Developmental effects of host and temperature on Telenomus spp (Hymenoptera, Scelionidae) parasitizing Chrysopid eggs. Biological Control 5, 245-250.","http://dx.doi.org/10.1006/bcon.1995.1030","Biotraits","null@null.invalid",""
"18177","MTD2149","Development Time","Time taken by an individual to complete a particular period or life stage","Development Time","Time taken by an individual to complete a particular period or life stage",10.1,"day / 1 individual",0.65,0.65,"",872640,"second / individual",56160,56160,"SD",39,"terrestrial","lab",NA,"",NA,"",24,"direct","celsius","","","","",NA,"",NA,NA,10.1,"day",872640,"second",NA,NA,"not stated",NA,"","Ithaca, New York, USA","","","",0,"",42.422,-76.492,"Telenomus chrysopae","telenomus wasp","","","","Metazoa","Arthropoda","Insecta","Hymenoptera","Scelionidae","Telenomus","chrysopae","larvae",24,"celsius","inferred (ambient)",NA,"",NA,"","","captive bred (at acclimation temperature)",24,"",734400,"5-10 d + 24 h (entire life)","second",NA,NA,NA,NA,"",NA,"",NA,"","",5.48716789251486e-09,"kilogram",1,"individual per host (1)","",NA,"",5.48716789251486e-09,"kilogram (wet body mass)","Chrysoperla rufilabris","green lacewing","Metazoa","Arthropoda","Insecta","Neuroptera","Chrysopidae","Chrysoperla","rufilabris","egg",24,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",24,"",172800,"<24 + 24 h (entire life)","second",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",1.76950208541221e-08,"kilogram",1,"individual per host (1)","individual",1,"arena",1.76950208541221e-08,"kilogram (wet body mass)","growth rate","growth rate","life history","Table 4","Ruberson, J. R., Tauber, C. A. & Tauber, M. J. 1995. Developmental effects of host and temperature on Telenomus spp (Hymenoptera, Scelionidae) parasitizing Chrysopid eggs. Biological Control 5, 245-250.","http://dx.doi.org/10.1006/bcon.1995.1030","Biotraits","null@null.invalid",""
"18178","MTD2149","Development Time","Time taken by an individual to complete a particular period or life stage","Development Time","Time taken by an individual to complete a particular period or life stage",8.7,"day / 1 individual",0.45,0.45,"",751680,"second / individual",38880,38880,"SD",39,"terrestrial","lab",NA,"",NA,"",26.7,"direct","celsius","","","","",NA,"",NA,NA,8.7,"day",751680,"second",NA,NA,"not stated",NA,"","Ithaca, New York, USA","","","",0,"",42.422,-76.492,"Telenomus chrysopae","telenomus wasp","","","","Metazoa","Arthropoda","Insecta","Hymenoptera","Scelionidae","Telenomus","chrysopae","larvae",26.7,"celsius","inferred (ambient)",NA,"",NA,"","","captive bred (at acclimation temperature)",24,"",734400,"5-10 d + 24 h (entire life)","second",NA,NA,NA,NA,"",NA,"",NA,"","",5.48716789251486e-09,"kilogram",1,"individual per host (1)","",NA,"",5.48716789251486e-09,"kilogram (wet body mass)","Chrysoperla rufilabris","green lacewing","Metazoa","Arthropoda","Insecta","Neuroptera","Chrysopidae","Chrysoperla","rufilabris","egg",26.7,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",24,"",172800,"<24 + 24 h (entire life)","second",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",1.76950208541221e-08,"kilogram",1,"individual per host (1)","individual",1,"arena",1.76950208541221e-08,"kilogram (wet body mass)","growth rate","growth rate","life history","Table 4","Ruberson, J. R., Tauber, C. A. & Tauber, M. J. 1995. Developmental effects of host and temperature on Telenomus spp (Hymenoptera, Scelionidae) parasitizing Chrysopid eggs. Biological Control 5, 245-250.","http://dx.doi.org/10.1006/bcon.1995.1030","Biotraits","null@null.invalid",""
"18179","MTD2150","Development Time","Time taken by an individual to complete a particular period or life stage","Development Time","Time taken by an individual to complete a particular period or life stage",40.7,"day / 1 individual",1.36,1.36,"",3516480,"second / individual",117504,117504,"SD",40,"terrestrial","lab",NA,"",NA,"",15.6,"direct","celsius","","","","",NA,"",NA,NA,40.7,"day",3516480,"second",NA,NA,"not stated",NA,"","Manhattan, Riley County, Kansas, USA (collected); Ithaca, New York, USA (measurement)","","","",0,"",39.184,-96.572,"Telenomus lobatus","telenomus wasp","","","","Metazoa","Arthropoda","Insecta","Hymenoptera","Scelionidae","Telenomus","lobatus","larvae",15.6,"celsius","inferred (ambient)",NA,"",NA,"","","captive bred (at acclimation temperature)",24,"",734400,"5-10 d + 24 h (entire life)","second",NA,NA,NA,NA,"",NA,"",NA,"","",5.48716789251486e-09,"kilogram",1,"individual per host (1)","",NA,"",5.48716789251486e-09,"kilogram (wet body mass)","Chrysoperla rufilabris","green lacewing","Metazoa","Arthropoda","Insecta","Neuroptera","Chrysopidae","Chrysoperla","rufilabris","egg",15.6,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at acclimation temperature)",24,"",172800,"<24 + 24 h (entire life)","second",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",1.76950208541221e-08,"kilogram",1,"individual per host (1)","individual",1,"arena",1.76950208541221e-08,"kilogram (wet body mass)","growth rate","growth rate","life history","Table 4","Ruberson, J. R., Tauber, C. A. & Tauber, M. J. 1995. Developmental effects of host and temperature on Telenomus spp (Hymenoptera, Scelionidae) parasitizing Chrysopid eggs. Biological Control 5, 245-250.","http://dx.doi.org/10.1006/bcon.1995.1030","Biotraits","null@null.invalid",""
