"","X","originalid","originaltraitname","originaltraitdef","standardisedtraitname","standardisedtraitdef","originaltraitvalue","originaltraitunit","originalerrorpos","originalerrorneg","originalerrorunit","standardisedtraitvalue","standardisedtraitunit","standardisederrorpos","standardisederrorneg","standardisederrorunit","replicates","habitat","labfield","arenavalue","arenaunit","arenavaluesi","arenaunitsi","ambienttemp","ambienttempmethod","ambienttempunit","ambientlight","ambientlightunit","secondstressor","secondstressordef","secondstressorvalue","secondstressorunit","timestart","timeend","totalobstimevalue","totalobstimeunit","totalobstimevaluesi","totalobstimeunitsi","totalobstimenotes","resrepvalue","resrepunit","resrepvaluesi","resrepunitsi","location","locationtype","originallocationdate","locationdate","locationdateprecision","coordinatetype","latitude","longitude","interactor1","interactor1common","interactor1wholepart","interactor1wholeparttype","interactor1number","interactor1kingdom","interactor1phylum","interactor1class","interactor1order","interactor1family","interactor1genus","interactor1species","interactor1stage","interactor1temp","interactor1tempunit","interactor1tempmethod","interactor1growthtemp","interactor1growthtempunit","interactor1growthdur","interactor1growthdurunit","interactor1growthtype","interactor1acc","interactor1acctemp","interactor1acctempnotes","interactor1acctime","interactor1acctimenotes","interactor1acctimeunit","interactor1origtemp","interactor1origtempnotes","interactor1origtime","interactor1origtimenotes","interactor1origtimeunit","interactor1equilibtimevalue","interactor1equilibtimeunit","interactor1size","interactor1sizeunit","interactor1sizetype","interactor1sizesi","interactor1sizeunitsi","interactor1denvalue","interactor1denunit","interactor1dentypesi","interactor1denvaluesi","interactor1denunitsi","interactor1massvaluesi","interactor1massunitsi","interactor2","interactor2common","interactor2kingdom","interactor2phylum","interactor2class","interactor2order","interactor2family","interactor2genus","interactor2species","interactor2stage","interactor2temp","interactor2tempunit","interactor2tempmethod","interactor2growthtemp","interactor2growthtempunit","interactor2growthdur","interactor2growthdurunit","interactor2growthtype","interactor2acc","interactor2acctemp","interactor2acctempnotes","interactor2acctime","interactor2acctimenotes","interactor2acctimeunit","interactor2origtemp","interactor2origtempnotes","interactor2origtime","interactor2origtimenotes","interactor2origtimeunit","interactor2equilibtimevalue","interactor2equilibtimeunit","interactor2size","interactor2sizeunit","interactor2sizetype","interactor2sizesi","interactor2sizeunitsi","interactor2denvalue","interactor2denunit","interactor2dentypesi","interactor2denvaluesi","interactor2denunitsi","interactor2massvaluesi","interactor2massunitsi","physicalprocess","physicalprocess_1","physicalprocess_2","figuretable","citation","doi","submittedby","contributoremail","notes","Variable","stdvalue","stdunit","stdname"
"521",40918,"MSS0034","Development time","Time to develop from oviposition to adult","","",1000,"days",NA,NA,"",NA,"",NA,NA,"",10,"","Lab",NA,"",NA,"",40,"","",NA,NA,"","",NA,"",NA,NA,NA,"",NA,"",NA,NA,"",NA,"","Lab colony obtained from Plant Research Institute (Burnley, Victoria, Australia)",NA,NA,"",0,NA,NA,NA,"Culex annulirostris","","","","30.0","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culex","annulirostris","egg + larvae + pupae",NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"",NA,"","","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"",NA,"","","","","Table 1","McDonald G, Mclaren IW, Shelden GP, Smith IR. 1980. The effect of temperature on the population growth potential of Culex annulirostris Skuse (Diptera: Culicidae). Australian Journal of Ecology 5:379Ð384.","https://doi.org/10.1111/j.1442-9993.1980.tb01260.x ","Marta Shocket","marta.shocket@gmail.com","No larvae completed development","alp",1000,"Days","Culex annulirostris - Time to develop from oviposition to adult"
"751",41184,"MSS0048","Egg development time","Time from oviposition to hatching","","",1000,"days",NA,NA,"",NA,"",NA,NA,"",1,"","Lab",NA,"",NA,"",15,"","",NA,NA,"","",NA,"",NA,NA,NA,"",NA,"",NA,NA,"",NA,"","Rocklea (near Brisbane, Queensland, Australia)",NA,NA,"",0,NA,NA,NA,"Culex annulirostris","","","","40.0","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culex","annulirostris","egg",NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"",NA,"","","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"",NA,"","","","","Table 1","Mottram P, Kay BH, Kettle DS. 1986. The effect of temperature on eggs and immature stages of Culex annulirostris skuse (Diptera: culicidae). Australian Journal of Entomology 25:131Ð136. ","https://doi.org/10.1111/j.1440-6055.1986.tb01092.x ","Marta Shocket","marta.shocket@gmail.com","","alp",1000,"Days","Culex annulirostris - Time from oviposition to hatching"
"752",41185,"MSS0048","Egg development time","Time from oviposition to hatching","","",2.9,"days",0.03,0.03,"days",NA,"",NA,NA,"",1,"","Lab",NA,"",NA,"",20,"","",NA,NA,"","",NA,"",NA,NA,NA,"",NA,"",NA,NA,"",NA,"","Rocklea (near Brisbane, Queensland, Australia)",NA,NA,"",0,NA,NA,NA,"Culex annulirostris","","","","40.0","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culex","annulirostris","egg",NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"",NA,"","","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"",NA,"","","","","Table 1","Mottram P, Kay BH, Kettle DS. 1986. The effect of temperature on eggs and immature stages of Culex annulirostris skuse (Diptera: culicidae). Australian Journal of Entomology 25:131Ð136. ","https://doi.org/10.1111/j.1440-6055.1986.tb01092.x ","Marta Shocket","marta.shocket@gmail.com","","alp",2.9,"Days","Culex annulirostris - Time from oviposition to hatching"
"753",41186,"MSS0048","Egg development time","Time from oviposition to hatching","","",2,"days",0.01,0.01,"days",NA,"",NA,NA,"",1,"","Lab",NA,"",NA,"",25,"","",NA,NA,"","",NA,"",NA,NA,NA,"",NA,"",NA,NA,"",NA,"","Rocklea (near Brisbane, Queensland, Australia)",NA,NA,"",0,NA,NA,NA,"Culex annulirostris","","","","40.0","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culex","annulirostris","egg",NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"",NA,"","","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"",NA,"","","","","Table 1","Mottram P, Kay BH, Kettle DS. 1986. The effect of temperature on eggs and immature stages of Culex annulirostris skuse (Diptera: culicidae). Australian Journal of Entomology 25:131Ð136. ","https://doi.org/10.1111/j.1440-6055.1986.tb01092.x ","Marta Shocket","marta.shocket@gmail.com","","alp",2,"Days","Culex annulirostris - Time from oviposition to hatching"
"754",41187,"MSS0048","Egg development time","Time from oviposition to hatching","","",2,"days",0.03,0.03,"days",NA,"",NA,NA,"",1,"","Lab",NA,"",NA,"",27,"","",NA,NA,"","",NA,"",NA,NA,NA,"",NA,"",NA,NA,"",NA,"","Rocklea (near Brisbane, Queensland, Australia)",NA,NA,"",0,NA,NA,NA,"Culex annulirostris","","","","40.0","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culex","annulirostris","egg",NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"",NA,"","","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"",NA,"","","","","Table 1","Mottram P, Kay BH, Kettle DS. 1986. The effect of temperature on eggs and immature stages of Culex annulirostris skuse (Diptera: culicidae). Australian Journal of Entomology 25:131Ð136. ","https://doi.org/10.1111/j.1440-6055.1986.tb01092.x ","Marta Shocket","marta.shocket@gmail.com","","alp",2,"Days","Culex annulirostris - Time from oviposition to hatching"
"755",41188,"MSS0048","Egg development time","Time from oviposition to hatching","","",1.7,"days",0.01,0.01,"days",NA,"",NA,NA,"",1,"","Lab",NA,"",NA,"",30,"","",NA,NA,"","",NA,"",NA,NA,NA,"",NA,"",NA,NA,"",NA,"","Rocklea (near Brisbane, Queensland, Australia)",NA,NA,"",0,NA,NA,NA,"Culex annulirostris","","","","40.0","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culex","annulirostris","egg",NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"",NA,"","","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"",NA,"","","","","Table 1","Mottram P, Kay BH, Kettle DS. 1986. The effect of temperature on eggs and immature stages of Culex annulirostris skuse (Diptera: culicidae). Australian Journal of Entomology 25:131Ð136. ","https://doi.org/10.1111/j.1440-6055.1986.tb01092.x ","Marta Shocket","marta.shocket@gmail.com","","alp",1.7,"Days","Culex annulirostris - Time from oviposition to hatching"
"756",41189,"MSS0048","Egg development time","Time from oviposition to hatching","","",1.2,"days",0.01,0.01,"days",NA,"",NA,NA,"",1,"","Lab",NA,"",NA,"",35,"","",NA,NA,"","",NA,"",NA,NA,NA,"",NA,"",NA,NA,"",NA,"","Rocklea (near Brisbane, Queensland, Australia)",NA,NA,"",0,NA,NA,NA,"Culex annulirostris","","","","40.0","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culex","annulirostris","egg",NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"",NA,"","","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"",NA,"","","","","Table 1","Mottram P, Kay BH, Kettle DS. 1986. The effect of temperature on eggs and immature stages of Culex annulirostris skuse (Diptera: culicidae). Australian Journal of Entomology 25:131Ð136. ","https://doi.org/10.1111/j.1440-6055.1986.tb01092.x ","Marta Shocket","marta.shocket@gmail.com","","alp",1.2,"Days","Culex annulirostris - Time from oviposition to hatching"
"757",41190,"MSS0048","Egg development time","Time from oviposition to hatching","","",1000,"days",NA,NA,"",NA,"",NA,NA,"",1,"","Lab",NA,"",NA,"",40,"","",NA,NA,"","",NA,"",NA,NA,NA,"",NA,"",NA,NA,"",NA,"","Rocklea (near Brisbane, Queensland, Australia)",NA,NA,"",0,NA,NA,NA,"Culex annulirostris","","","","40.0","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culex","annulirostris","egg",NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"",NA,"","","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"",NA,"","","","","Table 1","Mottram P, Kay BH, Kettle DS. 1986. The effect of temperature on eggs and immature stages of Culex annulirostris skuse (Diptera: culicidae). Australian Journal of Entomology 25:131Ð136. ","https://doi.org/10.1111/j.1440-6055.1986.tb01092.x ","Marta Shocket","marta.shocket@gmail.com","","alp",1000,"Days","Culex annulirostris - Time from oviposition to hatching"
"758",41191,"MSS0049","Development time","Time to develop from 1st instar larvae to adult","","",1000,"days",NA,NA,"",NA,"",NA,NA,"",4,"","Lab",NA,"",NA,"",15,"","",NA,NA,"","",NA,"",NA,NA,NA,"",NA,"",NA,NA,"",NA,"","Rocklea (near Brisbane, Queensland, Australia)",NA,NA,"",0,NA,NA,NA,"Culex annulirostris","","","","50.0","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culex","annulirostris","larvae + pupae",NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"",NA,"","","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"",NA,"","","","","Table 2","Mottram P, Kay BH, Kettle DS. 1986. The effect of temperature on eggs and immature stages of Culex annulirostris skuse (Diptera: culicidae). Australian Journal of Entomology 25:131Ð136. ","https://doi.org/10.1111/j.1440-6055.1986.tb01092.x ","Marta Shocket","marta.shocket@gmail.com","","alp",1000,"Days","Culex annulirostris - Time to develop from 1st instar larvae to adult"
"759",41192,"MSS0049","Development time","Time to develop from 1st instar larvae to adult","","",25.3,"days",0.5,0.5,"days",NA,"",NA,NA,"",4,"","Lab",NA,"",NA,"",20,"","",NA,NA,"","",NA,"",NA,NA,NA,"",NA,"",NA,NA,"",NA,"","Rocklea (near Brisbane, Queensland, Australia)",NA,NA,"",0,NA,NA,NA,"Culex annulirostris","","","","50.0","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culex","annulirostris","larvae + pupae",NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"",NA,"","","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"",NA,"","","","","Table 2","Mottram P, Kay BH, Kettle DS. 1986. The effect of temperature on eggs and immature stages of Culex annulirostris skuse (Diptera: culicidae). Australian Journal of Entomology 25:131Ð136. ","https://doi.org/10.1111/j.1440-6055.1986.tb01092.x ","Marta Shocket","marta.shocket@gmail.com","","alp",25.3,"Days","Culex annulirostris - Time to develop from 1st instar larvae to adult"
"760",41193,"MSS0049","Development time","Time to develop from 1st instar larvae to adult","","",16.7,"days",0.4,0.4,"days",NA,"",NA,NA,"",4,"","Lab",NA,"",NA,"",25,"","",NA,NA,"","",NA,"",NA,NA,NA,"",NA,"",NA,NA,"",NA,"","Rocklea (near Brisbane, Queensland, Australia)",NA,NA,"",0,NA,NA,NA,"Culex annulirostris","","","","50.0","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culex","annulirostris","larvae + pupae",NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"",NA,"","","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"",NA,"","","","","Table 2","Mottram P, Kay BH, Kettle DS. 1986. The effect of temperature on eggs and immature stages of Culex annulirostris skuse (Diptera: culicidae). Australian Journal of Entomology 25:131Ð136. ","https://doi.org/10.1111/j.1440-6055.1986.tb01092.x ","Marta Shocket","marta.shocket@gmail.com","","alp",16.7,"Days","Culex annulirostris - Time to develop from 1st instar larvae to adult"
"761",41194,"MSS0049","Development time","Time to develop from 1st instar larvae to adult","","",10.8,"days",0.4,0.4,"days",NA,"",NA,NA,"",4,"","Lab",NA,"",NA,"",30,"","",NA,NA,"","",NA,"",NA,NA,NA,"",NA,"",NA,NA,"",NA,"","Rocklea (near Brisbane, Queensland, Australia)",NA,NA,"",0,NA,NA,NA,"Culex annulirostris","","","","50.0","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culex","annulirostris","larvae + pupae",NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"",NA,"","","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"",NA,"","","","","Table 2","Mottram P, Kay BH, Kettle DS. 1986. The effect of temperature on eggs and immature stages of Culex annulirostris skuse (Diptera: culicidae). Australian Journal of Entomology 25:131Ð136. ","https://doi.org/10.1111/j.1440-6055.1986.tb01092.x ","Marta Shocket","marta.shocket@gmail.com","","alp",10.8,"Days","Culex annulirostris - Time to develop from 1st instar larvae to adult"
"762",41195,"MSS0049","Development time","Time to develop from 1st instar larvae to adult","","",7.1,"days",0.2,0.2,"days",NA,"",NA,NA,"",4,"","Lab",NA,"",NA,"",35,"","",NA,NA,"","",NA,"",NA,NA,NA,"",NA,"",NA,NA,"",NA,"","Rocklea (near Brisbane, Queensland, Australia)",NA,NA,"",0,NA,NA,NA,"Culex annulirostris","","","","50.0","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culex","annulirostris","larvae + pupae",NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"",NA,"","","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"",NA,"","","","","Table 2","Mottram P, Kay BH, Kettle DS. 1986. The effect of temperature on eggs and immature stages of Culex annulirostris skuse (Diptera: culicidae). Australian Journal of Entomology 25:131Ð136. ","https://doi.org/10.1111/j.1440-6055.1986.tb01092.x ","Marta Shocket","marta.shocket@gmail.com","","alp",7.1,"Days","Culex annulirostris - Time to develop from 1st instar larvae to adult"
"763",41196,"MSS0049","Development time","Time to develop from 1st instar larvae to adult","","",1000,"days",NA,NA,"",NA,"",NA,NA,"",4,"","Lab",NA,"",NA,"",40,"","",NA,NA,"","",NA,"",NA,NA,NA,"",NA,"",NA,NA,"",NA,"","Rocklea (near Brisbane, Queensland, Australia)",NA,NA,"",0,NA,NA,NA,"Culex annulirostris","","","","50.0","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culex","annulirostris","larvae + pupae",NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"",NA,"","","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"",NA,"","","","","Table 2","Mottram P, Kay BH, Kettle DS. 1986. The effect of temperature on eggs and immature stages of Culex annulirostris skuse (Diptera: culicidae). Australian Journal of Entomology 25:131Ð136. ","https://doi.org/10.1111/j.1440-6055.1986.tb01092.x ","Marta Shocket","marta.shocket@gmail.com","","alp",1000,"Days","Culex annulirostris - Time to develop from 1st instar larvae to adult"
"776",41209,"MSS0053","Development time","Time to develop from 1st instar larvae to adult","","",30,"days",NA,NA,"",NA,"",NA,NA,"",1,"","Lab",NA,"",NA,"",18,"","",NA,NA,"","",NA,"",NA,NA,NA,"",NA,"",NA,NA,"",NA,"","Ross River dam (Townsville, Queensland, Australia)",NA,NA,"1983-03-01",3,NA,NA,NA,"Culex annulirostris","","","","100.0","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culex","annulirostris","larvae + pupae",NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"",NA,"","","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"",NA,"","","","","Table 1","Rae DJ. 1990. Survival and development of the immature stages of Culex annulirostris (Diptera: Culicidae) at the ross river dam in tropical eastern Australia. Journal of Medical Entomology 27:756Ð762. ","https://doi.org/10.1093/jmedent/27.5.756","Marta Shocket","marta.shocket@gmail.com","","alp",30,"Days","Culex annulirostris - Time to develop from 1st instar larvae to adult"
"777",41210,"MSS0053","Development time","Time to develop from 1st instar larvae to adult","","",11.75,"days",NA,NA,"",NA,"",NA,NA,"",1,"","Lab",NA,"",NA,"",24.5,"","",NA,NA,"","",NA,"",NA,NA,NA,"",NA,"",NA,NA,"",NA,"","Ross River dam (Townsville, Queensland, Australia)",NA,NA,"1983-03-01",3,NA,NA,NA,"Culex annulirostris","","","","100.0","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culex","annulirostris","larvae + pupae",NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"",NA,"","","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"",NA,"","","","","Table 1","Rae DJ. 1990. Survival and development of the immature stages of Culex annulirostris (Diptera: Culicidae) at the ross river dam in tropical eastern Australia. Journal of Medical Entomology 27:756Ð762. ","https://doi.org/10.1093/jmedent/27.5.756","Marta Shocket","marta.shocket@gmail.com","","alp",11.75,"Days","Culex annulirostris - Time to develop from 1st instar larvae to adult"
"778",41211,"MSS0053","Development time","Time to develop from 1st instar larvae to adult","","",9.25,"days",NA,NA,"",NA,"",NA,NA,"",1,"","Lab",NA,"",NA,"",28.5,"","",NA,NA,"","",NA,"",NA,NA,NA,"",NA,"",NA,NA,"",NA,"","Ross River dam (Townsville, Queensland, Australia)",NA,NA,"1983-03-01",3,NA,NA,NA,"Culex annulirostris","","","","100.0","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culex","annulirostris","larvae + pupae",NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"",NA,"","","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"",NA,"","","","","Table 1","Rae DJ. 1990. Survival and development of the immature stages of Culex annulirostris (Diptera: Culicidae) at the ross river dam in tropical eastern Australia. Journal of Medical Entomology 27:756Ð762. ","https://doi.org/10.1093/jmedent/27.5.756","Marta Shocket","marta.shocket@gmail.com","","alp",9.25,"Days","Culex annulirostris - Time to develop from 1st instar larvae to adult"
"779",41212,"MSS0053","Development time","Time to develop from 1st instar larvae to adult","","",6,"days",NA,NA,"",NA,"",NA,NA,"",1,"","Lab",NA,"",NA,"",35,"","",NA,NA,"","",NA,"",NA,NA,NA,"",NA,"",NA,NA,"",NA,"","Ross River dam (Townsville, Queensland, Australia)",NA,NA,"1983-03-01",3,NA,NA,NA,"Culex annulirostris","","","","100.0","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culex","annulirostris","larvae + pupae",NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"",NA,"","","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"",NA,"","","","","Table 1","Rae DJ. 1990. Survival and development of the immature stages of Culex annulirostris (Diptera: Culicidae) at the ross river dam in tropical eastern Australia. Journal of Medical Entomology 27:756Ð762. ","https://doi.org/10.1093/jmedent/27.5.756","Marta Shocket","marta.shocket@gmail.com","","alp",6,"Days","Culex annulirostris - Time to develop from 1st instar larvae to adult"
"780",41213,"MSS0054","Development time","Time to develop from 1st instar larvae to adult","","",17.2,"days",NA,NA,"",NA,"",NA,NA,"",5,"","Field",NA,"",NA,"",27.4,"","",NA,NA,"Predators","Invertebrates collected from lake (see notes)",NA,"Absent",NA,NA,NA,"",NA,"",NA,NA,"",NA,"","Ross River dam (Townsville, Queensland, Australia)",NA,NA,"1983-03-01",3,NA,NA,NA,"Culex annulirostris","","","","100.0","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culex","annulirostris","larvae + pupae",NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"",NA,"","","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"",NA,"","","","","Table 1","Rae DJ. 1990. Survival and development of the immature stages of Culex annulirostris (Diptera: Culicidae) at the ross river dam in tropical eastern Australia. Journal of Medical Entomology 27:756Ð762. ","https://doi.org/10.1093/jmedent/27.5.756","Marta Shocket","marta.shocket@gmail.com","Predators included: Coleoptera (Hydrophilidae, Dytiscidae), Hemiptera (Belostomatidae, Mesovelidae, Pleidae), Odonata (Corduliidae, Lestidae), and Trichoptera (Leptoceridae)","alp",17.2,"Days","Culex annulirostris - Time to develop from 1st instar larvae to adult"
"781",41214,"MSS0054","Development time","Time to develop from 1st instar larvae to adult","","",15,"days",NA,NA,"",NA,"",NA,NA,"",5,"","Field",NA,"",NA,"",27.4,"","",NA,NA,"Predators","Invertebrates collected from lake (see notes)",NA,"Present",NA,NA,NA,"",NA,"",NA,NA,"",NA,"","Ross River dam (Townsville, Queensland, Australia)",NA,NA,"1983-03-01",3,NA,NA,NA,"Culex annulirostris","","","","100.0","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culex","annulirostris","larvae + pupae",NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"",NA,"","","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"",NA,"","","","","Table 1","Rae DJ. 1990. Survival and development of the immature stages of Culex annulirostris (Diptera: Culicidae) at the ross river dam in tropical eastern Australia. Journal of Medical Entomology 27:756Ð762. ","https://doi.org/10.1093/jmedent/27.5.756","Marta Shocket","marta.shocket@gmail.com","Predators included: Coleoptera (Hydrophilidae, Dytiscidae), Hemiptera (Belostomatidae, Mesovelidae, Pleidae), Odonata (Corduliidae, Lestidae), and Trichoptera (Leptoceridae)","alp",15,"Days","Culex annulirostris - Time to develop from 1st instar larvae to adult"
"1344",5241,"csm2R","Development Time","",NA,NA,10.8,"Days",0.16,0.16,"Days",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,"celcius",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Adana, Turkey",NA,NA,NA,0,NA,NA,NA,"Aphis gossypii","","","","49","","Arthropoda","Insecta","Hemiptera","Aphididae","Aphis","gossypii","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.","10.1007/s10340-005-0082-9","Cera Mai","csm417@ic.ac.uk","","alp",10.8,"Days","Aphis gossypii"
